아파트ID,아파트명,지번주소,위도,경도,세대수,임대수,동수,주차대수,용적률,건폐율,건설사
135097,스타빌리지(도시형),서울시 송파구 가락동 52-3,37.497903,127.122151,7,0,1,6,193,59,(주)정든종합건설
3541,신한,서울시 송파구 가락동 130-3,37.494205,127.126053,43,0,2,55,0,0,(주)신한
26682,쌍용노블레스,서울시 송파구 가락동 29-16,37.500411,127.123232,18,0,1,22,299,53,동찬종합건설(주)
23941,씨티빌,서울시 송파구 가락동 11-3,37.501856,127.126224,12,0,1,21,274,57,
26678,아키죤,서울시 송파구 가락동 101-3,37.490408,127.120748,24,0,2,24,0,0,(주)계명종합건설
118529,엘림빌(도시형),서울시 송파구 가락동 7-4,37.502737,127.125008,18,0,1,6,195,59,아이디경인(주)
127399,엠파크,서울시 송파구 가락동 166-17,37.497116,127.133306,8,0,1,4,359,56,에이스윈건설(주)
347,예일,서울시 송파구 가락동 92-3,37.498169,127.117389,18,0,1,34,284,33,신탁건설
135822,옥천재(도시형),서울시 송파구 가락동 127-25,37.493685,127.125385,17,0,1,6,199,58,(주)이인시각
26683,우민,서울시 송파구 가락동 177-8,37.494136,127.137441,12,0,1,12,262,59,우민산업개발(주)
126869,원파크(도시형),서울시 송파구 가락동 145-14,37.495068,127.125231,20,0,1,10,197,59,(주)은화종합건설
126249,윤앤빌프리미엄Ⅰ,서울시 송파구 가락동 159-8,37.498931,127.119608,11,0,1,8,249,49,영재산업개발(주)
9898,이연파레스,서울시 송파구 가락동 97-8,37.494843,127.118525,18,0,1,28,161,44,이연건설(주)
26684,정산파크뷰,서울시 송파구 가락동 6-8,37.502753,127.123554,11,0,1,13,283,58,주식회사 정산 이앤씨
134766,정원빌리지(도시형),서울시 송파구 가락동 197-7,37.492367,127.131614,18,0,2,14,0,0,(주)두정종합건설
101289,주성드림빌,서울시 송파구 가락동 177-7,37.494045,127.137284,12,0,1,13,277,58,(주)주성종합건설
104458,주성드림팰리스,서울시 송파구 가락동 160-1,37.501289,127.128662,18,0,1,34,277,39,(주)주성종합건설
104350,주성파크빌,서울시 송파구 가락동 169-13,37.497254,127.135098,15,0,1,16,254,57,(주)주성종합건설
117595,진넥스베르디엠,서울시 송파구 가락동 166-10,37.497369,127.133348,49,0,1,41,359,48,(주)진넥스
108093,청솔,서울시 송파구 가락동 149-5,37.496371,127.126469,11,0,1,13,198,41,경지건설(주)
16142,카나피아,서울시 송파구 가락동 46-3,37.499146,127.121692,10,0,1,12,230,47,구성건설
26888,카나피아II,서울시 송파구 가락동 34-1,37.49916,127.124627,14,0,1,16,249,40,구성건설산업(주)
135563,테라156,서울시 송파구 가락동 156-4,37.500083,127.126917,12,0,1,6,249,49,(주)주성종합건설
143818,테라펠리체송파(민간임대),서울시 송파구 가락동 166-6,37.497736,127.133834,64,64,1,42,359,59,(주)밸류개발
8833,프라임,서울시 송파구 가락동 126-2,37.492471,127.126763,19,0,1,22,299,33,신호종합건설(주)
14287,프라임2차,서울시 송파구 가락동 189-10,37.493232,127.134625,8,0,1,20,0,0,(주)으뜸씨앤씨
15733,프라임레지던스,서울시 송파구 가락동 196-3,37.49331,127.13183,19,0,1,26,281,32,프라임산업주식회사
600,프라자,서울시 송파구 가락동 199,37.492667,127.133704,672,0,11,672,179,0,
13142,한화오벨리스크,서울시 송파구 가락동 78-1,37.494832,127.12185,160,0,1,107,746,55,(주)한화건설
111515,헬리오시티,서울시 송파구 가락동 913,37.497624,127.107268,9510,1401,84,12602,285,19,"에이치디씨현대산업개발,현대건설,삼성물산"
602,현대5차,서울시 송파구 가락동 161-2,37.499567,127.131057,210,0,3,166,143,0,현대산업개발
102897,현대빌리지,서울시 송파구 가락동 137-3,37.492761,127.128105,9,0,1,14,336,59,리라종합건설(주)
14308,현대파크빌,서울시 송파구 가락동 147-2,37.49759,127.12568,18,0,1,39,397,58,현대건설(주)
114731,현진타워,서울시 송파구 가락동 171,37.497601,127.134419,15,0,1,12,345,59,(주)양지산업
103700,SH,서울시 송파구 거여동 27-3,37.492623,127.144979,6,0,1,11,314,51,(주)정이엔씨
119875,e편한세상송파파크센트럴,서울시 송파구 거여동 234,37.493184,127.150374,1199,227,12,1479,277,20,대림산업(주)
352,거여1단지,서울시 송파구 거여동 290,37.491314,127.144632,1004,0,6,554,275,30,미주건설
353,"거여2단지효성,동아",서울시 송파구 거여동 291,37.490362,127.146305,478,0,11,915,235,21,"동아건설,효성중공업(주)"
951,거여4단지,서울시 송파구 거여동 293,37.489407,127.143873,546,0,6,0,240,24,삼익주택(주)
952,거여5단지,서울시 송파구 거여동 294,37.488974,127.145043,605,0,6,470,344,29,(주)라이프주택개발
18990,거여역쌍용2차,서울시 송파구 거여동 27-5,37.492807,127.145588,70,0,1,144,342,52,쌍용건설(주)
125898,거여팰리스(도시형),서울시 송파구 거여동 563-10,37.492652,127.143881,24,24,1,33,349,48,(주)밸류개발
27046,대영무지개,서울시 송파구 거여동 9-6,37.497982,127.142238,14,0,1,7,0,0,
124585,더휴가(도시형),서울시 송파구 거여동 2-9,37.498736,127.143584,39,0,1,32,198,52,(주)케이와이종합건설
9561,로얄,서울시 송파구 거여동 551-11,37.490908,127.149567,19,0,1,20,234,51,(주)동구종합건설
3543,보화2차,서울시 송파구 거여동 258-7,37.490344,127.148804,48,0,1,11,197,0,보화실업
23729,블레스,서울시 송파구 거여동 45-1,37.493731,127.147443,27,0,1,31,0,0,(주)영진산업개발
1274,삼호,서울시 송파구 거여동 136,37.49652,127.14339,142,0,1,147,345,28,(주)삼호
9203,성동레인보우,서울시 송파구 거여동 129,37.49825,127.14502,42,0,1,43,212,34,성동종합건설(주)
134599,센트럴타운,서울시 송파구 거여동 563-8,37.492789,127.143811,6,0,1,1,312,57,임원건설(주)
127132,송파시그니처롯데캐슬,"서울시 송파구 거여동 181, 202번지 일대",37.495866,127.147452,1945,368,17,2412,0,0,롯데건설 주식회사
132624,송파위례리슈빌퍼스트클래스,서울시 송파구 거여동 654,37.483842,127.146882,494,0,8,915,209,18,계룡건설산업(주)
18973,쌍용스윗닷홈거여역1차,서울시 송파구 거여동 28,37.492431,127.145908,95,0,2,136,199,25,쌍용건설
144192,씨엘타워(도시형),서울시 송파구 거여동 21-16,37.494429,127.142525,22,0,1,13,359,59,(주)제우스종합건설
9423,어울림,서울시 송파구 거여동 593,37.492114,127.143175,140,0,3,209,321,24,금호산업(주)
126260,엘리트하우스(도시형),서울시 송파구 거여동 251-22,37.491731,127.145628,14,0,1,7,199,55,(주)희홍건영
1273,우방1차,서울시 송파구 거여동 356,37.492585,127.142311,257,0,3,285,324,30,(주) 우방
139920,위례포레샤인15단지,서울시 송파구 거여동 606번지,37.485795,127.144078,394,0,5,498,0,0,"진흥기업(주),태평로건설(주),(주)삼영기업"
139917,위례포레샤인17단지,서울시 송파구 거여동 651,37.485824,127.149029,1282,0,18,1624,0,0,"(주)한화건설,동아건설사업(주),세일이엔에스(주)"
145037,인투파크거여1단지,서울시 송파구 거여동 178-6,37.495877,127.144981,16,0,1,8,299,43,우리인종합건설 주식회사
22200,청솔,서울시 송파구 거여동 33-2,37.49264,127.149909,12,0,1,11,293,59,삼인종합건설(주)
102944,팰리스힐,서울시 송파구 거여동 127-1,37.498279,127.143444,19,0,1,22,195,38,(주)엠유종합건설
9673,퓨전빌,서울시 송파구 거여동 35-7,37.493075,127.147744,18,0,1,23,299,50,범세종합건설(주)
355,현대1차,서울시 송파구 거여동 362,37.493159,127.140664,497,0,5,497,238,0,현대건설
605,현대2차,서울시 송파구 거여동 44,37.494447,127.146801,280,0,3,280,243,0,현대건설(주)
357,현대3차,서울시 송파구 거여동 46,37.497216,127.144655,303,0,3,0,232,21,현대건설(주)
128379,호반써밋송파1차,서울시 송파구 거여동 597,37.48468,127.138634,689,0,10,1692,189,18,(주)호반건설주택
128378,호반써밋송파2차,서울시 송파구 거여동 위례신도시 A1-4블럭,37.484132,127.14225,700,0,11,1719,209,21,(주)호반건설주택
8566,기영,서울시 송파구 마천동 191-17,37.497372,127.152525,19,0,1,20,212,56,기영건설
113373,뉴타운,서울시 송파구 마천동 197-9,37.498581,127.154038,8,0,1,8,288,54,
26690,다우림,서울시 송파구 마천동 30-2,37.499546,127.143071,19,0,1,22,399,48,다우림씨엔아이(주)
1276,대성,서울시 송파구 마천동 574,37.498636,127.152997,71,25,1,23,210,38,(주)미림건설
118815,대성골드클래스,서울시 송파구 마천동 50,37.501697,127.148756,24,0,1,19,199,36,(주)동방종합건설
130467,대성스카이뷰,서울시 송파구 마천동 5,37.50187,127.148176,21,0,1,17,199,42,네오종합건설(주)
9924,동구햇살,서울시 송파구 마천동 188-2,37.496805,127.153877,16,0,1,14,298,56,동구종합 주택건설(주)
953,마천금호,서울시 송파구 마천동 304,37.494691,127.153177,199,0,1,201,303,26,금호건설(주)
3308,마천금호어울림1차,서울시 송파구 마천동 575,37.498208,127.154811,215,0,3,296,352,25,금호산업(주)
19507,마천금호어울림2차,서울시 송파구 마천동 319,37.493148,127.155433,173,0,3,210,226,26,금호산업(주)
606,마천삼익,서울시 송파구 마천동 573,37.49903,127.15353,96,0,1,90,360,42,삼익주택(주)
27065,메리트,서울시 송파구 마천동 159-217,37.499641,127.154297,84,0,3,0,0,0,
27093,보보스빌,서울시 송파구 마천동 200-75,37.497889,127.154025,6,0,1,5,299,54,
24040,산성,서울시 송파구 마천동 271-17,37.49295,127.15828,19,0,1,19,184,49,순평종합건설(주)
12124,성영,서울시 송파구 마천동 22,37.499725,127.145156,36,0,1,40,275,32,(주)성영공영
100684,솔렌시아,서울시 송파구 마천동 31-2,37.499818,127.143522,19,0,1,17,395,59,한명이노베이션(주)
122918,송파건원여미지,서울시 송파구 마천동 21,37.500049,127.145529,107,0,1,92,249,25,(주)건원건설
27109,송파자연채,서울시 송파구 마천동 32-1,37.499517,127.14356,19,0,1,20,355,36,한이오종건(주)
102313,송파파크데일1단지,서울시 송파구 마천동 582,37.498915,127.159191,812,527,15,891,192,23,(주)신창건설
102314,송파파크데일2단지,서울시 송파구 마천동 607,37.495787,127.158943,889,635,13,967,190,21,(주)신일건업
3428,신동아,서울시 송파구 마천동 20,37.500324,127.144541,134,0,2,141,274,31,신동아건설
11256,씨티,서울시 송파구 마천동 31-1,37.499927,127.143346,22,0,1,30,399,42,(주)시티건설
115606,씨티빌,서울시 송파구 마천동 10,37.501079,127.145735,12,0,1,13,274,49,만복종합건설주식회사
607,아남,서울시 송파구 마천동 9,37.500542,127.146087,122,0,1,122,372,0,아남건설(주)
3307,우방,서울시 송파구 마천동 576,37.500333,127.152152,247,0,4,266,346,30,(주)우방
115033,주성아우라,서울시 송파구 마천동 42-8,37.498904,127.147392,8,0,1,6,249,49,(주)주성종합건설
27094,천마그랑밸리,서울시 송파구 마천동 68-5,37.50202,127.153637,17,0,1,21,297,59,원섭종합건설(주)
1275,한보,서울시 송파구 마천동 175,37.497322,127.151914,84,0,1,81,212,44,(주)한보
142240,한주리버뷰,서울시 송파구 마천동 22-3,37.499573,127.144882,19,0,1,27,247,49,(주)산성엔지니어링
3293,현대그린빌,서울시 송파구 마천동 181,37.495062,127.150911,70,0,1,70,315,59,현대건설
608,건영,서울시 송파구 문정동 72-3,37.482,127.125324,545,0,5,545,0,0,(주)건영종합건설
104233,광남캐스빌,서울시 송파구 문정동 140-9,37.489001,127.135137,35,0,3,40,0,0,
22218,그랜빌캐슬,서울시 송파구 문정동 70-16,37.482943,127.125019,18,0,1,21,294,51,(주)그린종합건설
108804,뉴파크팰리스,서울시 송파구 문정동 128-10,37.489132,127.133326,18,0,1,18,272,59,뉴먼종합건설(주)
27232,대림미소나눔,서울시 송파구 문정동 94-9,37.48456,127.129139,10,0,1,10,199,44,씨씨앤종합건설(주)
102343,동부주택브리앙뜨(63-8),서울시 송파구 문정동 63-8,37.48542,127.126042,14,0,1,16,259,56,동부주택건설(주)
10926,동부주택브리앙뜨(74),서울시 송파구 문정동 74,37.48029,127.12597,24,0,1,26,297,41,동부주택건설(주)
11426,동부화이트빌,서울시 송파구 문정동 58-17,37.484164,127.124338,16,0,1,15,280,57,(주)동부주택건설
104435,동부화이트빌1(2동),서울시 송파구 문정동 67-14,37.483721,127.125361,16,0,1,12,254,53,동부주택건설(주)
119570,동성(도시형),서울시 송파구 문정동 96-9,37.484027,127.129689,20,0,1,5,197,59,의담건설주식회사
119536,드림팰리스,서울시 송파구 문정동 115-9,37.487663,127.131475,20,0,2,16,198,55,주식회사 시인건설
13745,메트로-사,서울시 송파구 문정동 89-6,37.483605,127.126798,14,0,1,14,284,48,(주)엠제이건설
138522,모던펠리스(도시형),서울시 송파구 문정동 34-1,37.48751,127.125636,20,0,2,13,199,58,(주)세원이앤지종합건설
105921,문정그린,서울시 송파구 문정동 113-3,37.486375,127.133369,12,0,1,12,286,51,
18373,문정동궁리치웰(55-3),서울시 송파구 문정동 55-3,37.486692,127.122624,36,0,2,38,0,0,동궁종합건설(주)
18371,문정동궁리치웰(69-3),서울시 송파구 문정동 69-3,37.48307,127.12452,12,0,1,12,299,59,동궁종합건설(주)
3544,문정동아,서울시 송파구 문정동 15,37.4877,127.128605,78,0,1,63,267,36,동아종합환경(주)
3033,문정래미안,서울시 송파구 문정동 1,37.490585,127.130664,1696,0,31,3258,292,21,삼성물산(주)
609,문정시영,서울시 송파구 문정동 145,37.491758,127.136406,1316,0,10,900,215,0,현대
361,문정푸르지오1차,서울시 송파구 문정동 18,37.486931,127.128173,233,0,4,242,308,25,(주)대우
9145,문정푸르지오2차,서울시 송파구 문정동 19,37.486717,127.127225,165,0,2,196,345,36,(주)대우건설
9142,문정푸르지오3차,서울시 송파구 문정동 117,37.487051,127.133384,150,0,2,175,341,27,(주)대우건설
366,문정한전현대,서울시 송파구 문정동 62-5,37.485698,127.125948,120,0,1,85,399,31,(주)현대건설
106390,미소로,서울시 송파구 문정동 88-11,37.483661,127.127024,16,0,1,16,289,59,은림건설
109889,보광(도시형),서울시 송파구 문정동 109-13,37.486758,127.13159,8,0,1,6,199,59,광명정대건설주식회사
27100,보라뷰,서울시 송파구 문정동 91-19,37.485949,127.128116,12,0,1,14,297,54,(주)힐탑건설
22221,보라뷰2차,서울시 송파구 문정동 89-15,37.48432,127.12636,12,0,1,12,298,58,(주)힐탑건설
13019,삼형,서울시 송파구 문정동 96-12,37.48373,127.12933,12,0,1,16,283,48,(주)장인종합건설
26686,선경쉐르빌(106-15),서울시 송파구 문정동 106-15,37.486327,127.129367,12,0,1,14,290,49,선경쉐르빌(주)
101885,선경쉐르빌(106-23),서울시 송파구 문정동 106-23,37.486373,127.129417,9,0,1,11,273,59,선경쉐르빌(주)
24428,성해,서울시 송파구 문정동 4-2,37.49087,127.12666,19,0,1,22,299,37,성해공영(주)
9485,세양청마루,서울시 송파구 문정동 146,37.49252,127.137075,157,0,2,126,251,22,세양건설산업(주)
107544,송파파크하비오푸르지오,서울시 송파구 문정동 618,37.480506,127.123239,999,0,10,1399,599,55,(주)대우건설
24212,아름빌,서울시 송파구 문정동 81-1,37.482374,127.128099,19,0,1,22,293,52,(주)여일공영
113439,아이디움,서울시 송파구 문정동 72-2,37.482558,127.125306,16,0,1,8,241,49,유진건설산업(주)
135658,엠카운티(도시형),서울시 송파구 문정동 21-3,37.488385,127.127383,28,0,1,20,196,56,(주)태상종합개발
610,올림픽훼밀리타운,서울시 송파구 문정동 150,37.4886,127.115049,4494,0,56,4494,194,0,"롯데,대우,선경"
26084,우민늘푸른,서울시 송파구 문정동 68-17,37.48331,127.12523,19,0,1,27,254,49,우민산업개발(주)
23816,우암예그리나,서울시 송파구 문정동 68-15,37.483363,127.125772,24,0,2,24,0,0,우암종합건설(주)
105712,은성파크,서울시 송파구 문정동 35,37.487217,127.125422,12,0,1,12,316,59,
9020,인택스빌,서울시 송파구 문정동 114,37.486811,127.132607,48,0,2,48,293,28,(주)인택주택건설
26697,자이파인빌,서울시 송파구 문정동 68-1,37.483502,127.125069,38,0,2,38,0,0,GS건설
134763,제이제이파크(도시형),서울시 송파구 문정동 64-15,37.484313,127.125815,35,0,3,24,199,57,주식회사가온종합건설
26698,주성,서울시 송파구 문정동 61-11,37.485694,127.124032,12,0,1,13,288,53,(주)주성종합건설
27841,주성파크뷰,서울시 송파구 문정동 56-6,37.484853,127.123651,19,0,1,21,298,51,(주)주성종합건설
9174,크로바,서울시 송파구 문정동 110-7,37.48673,127.13207,14,0,1,17,0,0,
26830,트윈팰리스,서울시 송파구 문정동 112,37.48559,127.13199,37,0,2,46,0,0,서로종합건설(주)
22131,프라임,서울시 송파구 문정동 4-1,37.490824,127.126906,12,0,1,13,297,56,인수종합건설(주)
367,현대,서울시 송파구 문정동 104,37.48571,127.13008,120,0,1,0,270,0,현대건설
365,현대1차,서울시 송파구 문정동 3,37.491769,127.128071,514,0,8,462,179,15,현대건설
9039,현대2차,서울시 송파구 문정동 58,37.484201,127.124518,108,0,1,108,297,35,현대산업개발(주)
15772,광남벨라스,서울시 송파구 방이동 154-1,37.513875,127.11631,19,0,1,26,294,48,광남건설(주)
104699,광명,서울시 송파구 방이동 120-2,37.509797,127.115623,12,0,1,12,199,35,(주)도훈이앤에이
129763,그린빌(도시형),서울시 송파구 방이동 113-17,37.510146,127.114255,15,0,1,7,198,59,(주)스케마종합건설
104755,그린파크빌,서울시 송파구 방이동 98-9,37.514009,127.11132,19,0,1,20,232,55,(주)반석종합건설
106043,뉴파크플러스,서울시 송파구 방이동 107-18,37.512552,127.112966,19,0,1,19,224,49,뉴먼종합건설주식회사
611,대림가락(방이대림),서울시 송파구 방이동 217,37.507431,127.124429,480,0,6,720,176,0,대림산업
3547,대양코리아나타워,서울시 송파구 방이동 182-2,37.512871,127.124285,19,0,1,43,399,48,대양건설
119939,더원센트럴,서울시 송파구 방이동 48-3,37.515783,127.113328,28,0,1,16,738,59,(주)수영종합건설
26674,도무스빌,서울시 송파구 방이동 177,37.515592,127.116991,13,0,1,26,299,28,인본건설주식회사
122743,동광팰리스,서울시 송파구 방이동 50-10,37.515499,127.114496,40,0,1,22,699,58,(주)디케이건설
16156,리치빌,서울시 송파구 방이동 177-2,37.515413,127.117197,19,0,1,51,399,59,한솔건설(주)
114083,몽촌,서울시 송파구 방이동 103-24,37.512997,127.112181,15,0,1,15,199,52,동은주택(주)
3545,방이그린파크,서울시 송파구 방이동 177-6,37.515052,127.118321,13,0,1,20,336,40,천리건설 (주)
3429,방이금호어울림,서울시 송파구 방이동 157,37.512483,127.118114,144,0,2,156,284,31,금호산업(주)
13726,방이드림펠리스,서울시 송파구 방이동 154-10,37.513595,127.116189,11,0,1,13,238,46,장석건설
125118,보람파크빌리지(도시형),서울시 송파구 방이동 210-1,37.510593,127.121814,112,0,12,108,199,51,보람종합건설주식회사
25573,보미리즌빌,서울시 송파구 방이동 134,37.510582,127.119426,38,0,2,44,0,0,(주)보미
23915,부광,서울시 송파구 방이동 107-2,37.512779,127.113145,19,0,1,19,237,54,
26911,서경,서울시 송파구 방이동 124-18,37.508926,127.116771,19,0,1,17,250,58,서경종합건설
26685,서림올림피아드,서울시 송파구 방이동 126-12,37.509557,127.118431,14,0,1,14,236,55,서림주택
115546,서울탑빌라트,서울시 송파구 방이동 126-5,37.50882,127.117617,15,0,1,7,144,29,서울탑종합건설(주)
107965,세원,서울시 송파구 방이동 169-2,37.513474,127.119301,12,0,1,12,228,59,예비종합건설(주)
10860,신구블레스밸리,서울시 송파구 방이동 197,37.511487,127.1223,104,0,2,204,199,22,신구종합건설(주)
369,신동아타워,서울시 송파구 방이동 39-2,37.515679,127.110599,96,0,1,145,144,48,신동아건설(주)
26769,신암밀리안,서울시 송파구 방이동 169-1,37.513637,127.119469,19,0,1,28,216,54,(주)신암종건
141334,아람(도시형),서울시 송파구 방이동 38,37.516017,127.109867,10,0,1,3,317,59,찬누리종합건설주식회사
26268,아쿠아드카사스,서울시 송파구 방이동 223-13,37.507354,127.121567,10,0,1,10,194,42,(주)새로건설
10570,아크로빌,서울시 송파구 방이동 104-4,37.511984,127.111695,19,0,1,53,199,25,(주)반야종합건설
128510,에비뉴잠실,서울시 송파구 방이동 47-2,37.516168,127.112992,28,0,1,18,751,59,주식회사은화종합건설
3430,옥산크리스탈,서울시 송파구 방이동 193-37,37.512279,127.123455,77,0,1,77,247,37,(주)옥산종합건축
26677,올림픽공원한승오디브,서울시 송파구 방이동 168,37.51424,127.12047,19,0,1,73,399,51,(주)한승종합건설
371,올림픽베어스타운,서울시 송파구 방이동 171,37.514884,127.11873,140,0,2,158,0,0,상부종합건설(주)
634,올림픽선수기자촌,서울시 송파구 방이동 89,37.51505,127.13623,5540,0,122,5540,137,12,한신공영(주)외12개사
11142,올림픽아트빌,서울시 송파구 방이동 185-5,37.510753,127.126663,18,0,1,39,399,54,신화이앤씨건설주식회사
3546,올림픽타워,서울시 송파구 방이동 182,37.512994,127.123965,12,0,1,23,399,40,대양건설(주)
112407,올림픽파크리움(도시형),서울시 송파구 방이동 51,37.515559,127.115035,51,0,1,26,799,57,(주)온누리종합건설
13684,올림픽하이빌,서울시 송파구 방이동 205-6,37.509839,127.126097,22,0,1,43,532,54,영지종합건설(주)
9520,우광,서울시 송파구 방이동 179-1,37.515081,127.116081,15,0,1,13,242,52,(주)거산종합토건
22394,원진아뜨리에,서울시 송파구 방이동 173-1,37.514422,127.118408,19,0,1,31,281,59,원진주택(주)
14685,윈저하우스,서울시 송파구 방이동 211-1,37.509991,127.122249,18,0,1,15,299,35,씨엔알종합건설(주)
9183,은성,서울시 송파구 방이동 148-7,37.512566,127.114787,19,0,1,19,265,58,광남건설(주)
130830,이스턴잠실,서울시 송파구 방이동 46-1,37.516352,127.112527,28,0,1,18,751,59,주식회사은화종합건설
9050,인택스빌3차,서울시 송파구 방이동 186-12,37.510819,127.125848,12,0,1,12,260,49,
22403,인택파크랜드,서울시 송파구 방이동 185,37.511404,127.126961,38,0,1,63,429,40,(주)인텍주택건설
8886,인텍스빌,서울시 송파구 방이동 130-19,37.509839,127.120495,14,0,1,16,297,59,
26267,인텍스빌2차,서울시 송파구 방이동 222,37.507583,127.121087,18,0,1,13,299,38,
613,잠실(방이)한양3차,서울시 송파구 방이동 225,37.506262,127.12244,252,0,3,277,152,0,한양
18474,잠실파라다이스,서울시 송파구 방이동 40,37.516473,127.110771,48,0,1,77,599,59,(주)파라다이스글로벌
111195,정우아트빌,서울시 송파구 방이동 134-1,37.510166,127.119238,26,0,2,26,0,0,"나영종합건설(주),청호종합건설(주)"
25006,주함위너스,서울시 송파구 방이동 154-21,37.513547,127.117038,36,0,2,38,298,53,주식회사 주함건설
612,코오롱,서울시 송파구 방이동 212-8,37.508844,127.1231,758,0,6,758,248,0,코오롱건설
3549,태평양파크빌라트,서울시 송파구 방이동 181,37.513309,127.123184,19,0,1,30,392,48,태평양개발주식회사
143078,트리니엘,서울시 송파구 방이동 454,37.511629,127.118382,42,0,1,33,199,55,유림아이엔씨(주)
10899,한성나이스빌,서울시 송파구 방이동 212-3,37.509821,127.122605,12,0,1,11,294,47,천광산업개발(주)
3550,한솔빌라트,서울시 송파구 방이동 177-4,37.515183,127.117686,17,0,1,33,394,30,한솔
106336,해동,서울시 송파구 방이동 134-5,37.510665,127.119662,25,0,2,25,0,0,우공종합건설(주)
3551,해태그린피아빌라트,서울시 송파구 방이동 180-8,37.515732,127.116435,19,0,1,75,389,43,해태제과(주)
26675,현대,서울시 송파구 방이동 48-5,37.515465,127.113328,86,0,1,44,348,59,현대산업개발(주)
3552,현대(208-19),서울시 송파구 방이동 208-19,37.510012,127.123934,19,0,1,21,268,29,현대건설
3553,현대월드빌리지,서울시 송파구 방이동 191,37.51225,127.12483,19,0,1,31,380,39,고려산업개발주식회사
3554,현대파크빌라트,서울시 송파구 방이동 190-1,37.511398,127.12482,19,0,1,41,274,30,고려산업개발주식회사
12986,현대홈타운스위트,서울시 송파구 방이동 197-4,37.510677,127.122501,77,0,5,158,0,0,현대건설(주)
8868,효성올림픽카운티,서울시 송파구 방이동 51-4,37.514943,127.114601,138,0,1,86,962,59,(주)효성
10567,흥진맨션,서울시 송파구 방이동 93,37.51292,127.110394,12,0,1,7,227,59,동궁종합건설
142319,DW동원아이파크,서울시 송파구 삼전동 38-26,37.501749,127.086452,14,0,1,14,249,46,디더블유동원건축(주)
25447,경덕,서울시 송파구 삼전동 72-9,37.502278,127.093725,19,0,1,19,238,44,(주)지케이건설
119177,굿피플,서울시 송파구 삼전동 7-19,37.50518,127.089385,12,0,1,6,358,59,(주)제이에스굳피플
108964,동승,서울시 송파구 삼전동 164-5,37.501007,127.094838,17,0,1,7,252,54,삼산종합건설(주)
26695,동신,서울시 송파구 삼전동 166-10,37.500512,127.093645,19,0,1,16,267,59,(주)부영이엔지
106759,레이크시티(도시형),서울시 송파구 삼전동 8,37.505049,127.089654,90,0,1,26,358,52,재진건설(주)
120283,메트로샤인,서울시 송파구 삼전동 5-7,37.505721,127.089779,20,0,1,10,359,59,울타리종합건설주식회사
120822,삼성,서울시 송파구 삼전동 53-5,37.499953,127.090101,12,0,1,13,217,38,
121400,에이메스더리버송파,서울시 송파구 삼전동 38-11,37.500674,127.087308,24,0,1,22,199,19,하우텍씨엔알건설(주)
114665,엘에스타워(도시형),서울시 송파구 삼전동 7-16,37.504736,127.088993,48,0,1,18,352,51,주식회사빌텍종합건설
116321,잠실아레나,서울시 송파구 삼전동 8-12,37.504653,127.0897,12,0,1,9,359,59,주식회사 다짐
133344,집앤사하우립,서울시 송파구 삼전동 181-4,37.500811,127.096615,14,0,1,5,248,45,(주)이명건설
103620,하늘공원,서울시 송파구 삼전동 69-5,37.498728,127.092547,19,0,1,19,199,43,신가건설(주)
113786,하이파크,서울시 송파구 삼전동 38-12,37.500536,127.087481,28,0,1,0,198,20,
26696,한양,서울시 송파구 삼전동 38-19,37.500935,127.086549,14,0,1,14,251,56,우협종합건설(주)
3562,현대,서울시 송파구 삼전동 39,37.500274,127.088491,120,0,1,0,240,0,현대산업개발
11761,KLC,서울시 송파구 석촌동 251-16,37.500345,127.10369,10,0,1,8,299,59,(주)강남종합건설
130614,다성리치빌,서울시 송파구 석촌동 77-7,37.504004,127.103277,19,0,1,22,226,50,다성건설(주)
22950,미켈란호수가,서울시 송파구 석촌동 158-5,37.50738,127.10221,73,0,1,135,450,37,주식회사대교디앤에스
102695,밀란체,서울시 송파구 석촌동 227-12,37.499085,127.099159,13,0,1,13,200,33,(주)도훈이앤에이
23026,배명씨앤디,서울시 송파구 석촌동 222-7,37.497718,127.098259,18,0,1,18,289,55,시앤디공영(주)
14330,서원,서울시 송파구 석촌동 224-2,37.498123,127.099442,24,0,2,26,0,0,(주)서원씨앤씨
12012,석촌,서울시 송파구 석촌동 216-4,37.500152,127.098316,16,0,1,23,211,59,신화산업주식회사
103759,석촌베스트휴,서울시 송파구 석촌동 227-10,37.49925,127.099473,10,0,1,10,199,44,(주)세이코하우징
124803,석촌신부파스카빌,서울시 송파구 석촌동 60-2,37.503385,127.100609,19,0,1,19,196,45,신부종합건설
9545,석촌예명,서울시 송파구 석촌동 253-2,37.499362,127.103543,32,0,1,32,270,38,
120590,석촌트럼프월드,서울시 송파구 석촌동 175-12,37.505651,127.105935,21,0,1,12,359,58,세림종합건설
110709,석촌호수효성해링턴타워(도시형),서울시 송파구 석촌동 24-3,37.506555,127.100381,257,0,1,234,399,47,(주)효성
103844,석촌효신,서울시 송파구 석촌동 54-31,37.504347,127.10026,18,0,1,18,259,51,(주)통합건설
17373,신동아로잔뷰,서울시 송파구 석촌동 1-1,37.506229,127.097817,62,0,1,138,391,44,신동아건설(주)
142808,양지473,서울시 송파구 석촌동 183-2,37.508236,127.103903,56,0,1,45,399,55,(주)삼일기업공사
